filename,Condition,headYaw,headPitch,gazeYaw,gazePitch,confidence,emotion_index,gaze_yaw,gaze_pitch,AU1,AU2,AU3,AU4,AU5,AU6,AU7,AU8,AUTHOR,BORN.DIED,TITLE,DATE,TECHNIQUE,LOCATION,URL,FORM,TYPE,SCHOOL,TIMEFRAME,date,candidate_name,direct_langs_found_count,direct_langs_found,all_wiki_langs_count,all_wiki_langs,timestamp_utc,exists_en,title_en,exists_it,title_it,exists_de,title_de,exists_fr,title_fr,exists_nl,title_nl,exists_es,title_es,Search,Hits,Success,ERROR,Date
3mohren2,Renaissance,-21.1994384198405,23.5485653798768,18.0481705466209,29.6792137877766,0.975,0,-0.0747620910406113,-0.172114238142967,0,0.00785155687481165,1.74346554558724e-4,0,0,0,0,0,"FABER VON CREUZNACH, Conrad","(b. ca. 1500, Kreuznach, d. ca. 1553, Frankfurt)",Heinrich von Rhein zum Mohren,1530-50,"Oil on oak panel, 54 x 38 cm","Metropolitan Museum of Art, New York",https://www.wga.hu/html/f/faber/3mohren2.html,painting,portrait,German,1501-1550,1530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Heinrich von Rhein zum Mohren"" FABER VON CREUZNACH, Conrad Metropolitan Museum of Art, New York",1,ok,NA,2025-08-28T08:50:10Z
3pembert,Renaissance,-25.038255647217,22.4599455691283,18.4492410032125,20.4545932861704,0.975,2,-0.223397135734558,-0.0753331705927849,0.66488790512085,0.00189982797019184,0.664288580417633,0,0.274175763130188,0,0.022026851773262,0,"HOLBEIN, Hans the Younger","(b. 1497, Augsburg, d. 1543, London)",Portrait of Jane Pemberton,c. 1540,"Vellum mounted on playing card, diameter 5,3 cm","Victoria and Albert Museum, London",https://www.wga.hu/html/h/holbein/hans_y/3miniatu/3pembert.html,painting,portrait,German,1501-1550,1540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Portrait of Jane Pemberton"" HOLBEIN, Hans the Younger Victoria and Albert Museum, London",27,ok,NA,2025-08-28T08:50:10Z
3philip,Renaissance,30.1375800238813,28.1895235204365,-14.2093533192444,31.2261998346299,0.875,0,-0.180351734161377,-0.176571935415268,0.0357000008225441,0.0251409262418747,0.00355633441358805,0,0,0,0.010470625013113,4.86294738948345e-4,"BALDUNG GRIEN, Hans","(b. 1484/85, Schwäbisch-Gmünd, d. 1545, Strasbourg)",Count Philip,1517,"Wood, 41 x 31 cm","Alte Pinakothek, Munich",https://www.wga.hu/html/b/baldung/3/3philip.html,painting,portrait,German,1501-1550,1517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Count Philip"" BALDUNG GRIEN, Hans Alte Pinakothek, Munich",12,ok,NA,2025-08-28T08:50:11Z
3portr_m,Renaissance,35.0650170620064,19.5951565934742,-26.9863121506618,23.6058611593899,0.925,2,-0.171952784061432,0.126671254634857,0.4343621134758,0,0.0105613972991705,0,0,0,0.640138030052185,0.0607767850160599,"UCCELLO, Paolo","(b. 1397, Firenze, d. 1475, Firenze)",Portrait of a Man,1430s,"Tempera on poplar panel, 42 x 33 cm","National Gallery of Art, Washington",https://www.wga.hu/html/u/uccello/6various/3portr_m.html,painting,portrait,Italian,1401-1450,1430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Portrait of a Man"" UCCELLO, Paolo National Gallery of Art, Washington",5570,ok,NA,2025-08-28T08:50:12Z
3portraix,Renaissance,21.1994384198405,22.6891286871806,-6.87549354156988,22.7464244666937,0.925,7,-0.111342616379261,0.224220782518387,0.476083129644394,0.247189179062843,0.00386302056722343,7.81376264058053e-4,3.81059275241569e-4,0.0177617147564888,0.166508510708809,0.0214559677988291,"LIMOSIN, Léonard","(b. ca. 1505, Limoges, d. ca. 1575, Limoges)",Portrait of Anne the Montmorency (detail),1556,"Enamel on copper, mounted on gilt wood","Musée du Louvre, Paris",https://www.wga.hu/html/l/limosin/leonard/3portraix.html,painting,portrait,French,1501-1550,1556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Portrait of Anne the Montmorency (detail)"" LIMOSIN, Léonard Musée du Louvre, Paris",3,ok,NA,2025-08-28T08:50:14Z
3uberti,Renaissance,34.2628761488232,29.4500306697243,-25.8403965604001,32.5440027634308,0.875,0,-0.164229109883308,0.179628893733025,0.0958263203501701,0.0867011919617653,0.00214670458808541,0,0,0,0.0150839854031801,0.00908651575446129,ANDREA DEL CASTAGNO,"(b. 1423, Castagno, d. 1457, Firenze)",Famous Persons: Farinata degli Uberti,c. 1450,"Fresco transferred to wood, 250 x 154 cm","Galleria degli Uffizi, Florence",https://www.wga.hu/html/a/andrea/castagno/2_famous/3uberti.html,painting,portrait,Italian,1401-1450,1450,Famous Persons,1,en,51,"ar,az,be,ca,cs,cy,da,de,el,en,eo,es,et,eu,fa,fi,fr,gl,he,hi,hu,ia,id,it,ja,kn,ko,la,lt,mhr,ms,nb,nn,pl,pt,ru,sh,simple,sk,so,sr,sv,th,tr,uk,ur,vi,wa,yi,yue,zh",2025-08-28T15:14:53Z,TRUE,Celebrity,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,"""Famous Persons: Farinata degli Uberti"" ANDREA DEL CASTAGNO Galleria degli Uffizi, Florence",9,ok,NA,2025-08-28T08:50:14Z
3warham,Renaissance,25.3247345447824,23.5485653798768,-22.7464244666937,24.9809598677039,0.975,0,-0.0586750060319901,0.240059673786163,0.306464374065399,0.113569766283035,0.0171875171363354,0.0210870355367661,9.35368705540895e-4,0.0136234303936362,0.0232226513326168,0.0635776221752167,"HOLBEIN, Hans the Younger","(b. 1497, Augsburg, d. 1543, London)","Portrait of William Warham, Archbishop of Canterbury",1527,"Oil on oak, 82 x 67 cm","Musée du Louvre, Paris",https://www.wga.hu/html/h/holbein/hans_y/1528/3warham.html,painting,portrait,German,1501-1550,1527,William Warham,6,"en,it,de,fr,nl,es",18,"ar,arz,cy,de,en,es,fi,fr,it,la,nb,nl,pl,pt,ru,sv,uk,zh",2025-08-28T15:14:57Z,TRUE,William Warham,TRUE,William Warham,TRUE,William Warham,TRUE,William Warham,TRUE,William Warham,TRUE,William Warham,"""Portrait of William Warham, Archbishop of Canterbury"" HOLBEIN, Hans the Younger Musée du Louvre, Paris",118,ok,NA,2025-08-28T08:50:15Z
40obrech,Renaissance,-27.2727910482272,15.9282267046369,22.288058230589,21.6578046559451,0.975,0,-0.171599298715591,-0.165077477693558,0,0,0,0,0,0,0,0,"MEMLING, Hans","(b. ca. 1440, Seligenstadt, d. 1494, Bruges)",Portrait of Jacob Obrecht,1496,"Oil on oak panel, 50,8 x 36,1 cm","Kimbell Art Museum, Fort Worth",https://www.wga.hu/html/m/memling/5late/40obrech.html,painting,portrait,Flemish,1451-1500,1496,Jacob Obrecht,6,"en,it,de,fr,nl,es",31,"arz,be,ca,cs,da,de,el,en,eo,es,et,eu,fi,fr,gl,he,it,ja,lt,nb,nl,nn,pl,pt,ru,simple,sl,sv,uk,vi,zh",2025-08-28T15:15:07Z,TRUE,Jacob Obrecht,TRUE,Jacob Obrecht,TRUE,Jacob Obrecht,TRUE,Jacob Obrecht,TRUE,Jacob Obrecht,TRUE,Jacob Obrecht,"""Portrait of Jacob Obrecht"" MEMLING, Hans Kimbell Art Museum, Fort Worth",27,ok,NA,2025-08-28T08:50:17Z
41cather,Renaissance,19.9389312705526,32.4867069839177,-7.21926821864837,34.2055803693101,0.925,0,-0.15401154756546,0.0421494394540787,0.024612057954073,0.0138008380308747,0.0221505798399448,0,0,0.00409045955166221,0.326153188943863,0.00400212779641151,"MOR VAN DASHORST, Anthonis","(b. 1516/19, Utrecht, d. 1576/77, Antwerpen)","Catherine of Austria, Wife of King John III of Portugal",1552-53,"Oil on panel, 107 x 84 cm","Museo del Prado, Madrid",https://www.wga.hu/html/m/mor/41cather.html,painting,portrait,Flemish,1551-1600,1552,John III,1,en,20,"be,br,cs,en,et,fa,fr,gl,hu,it,ja,ko,la,mk,pt,ru,sk,sr,uk,zh",2025-08-28T15:15:27Z,TRUE,John III,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,"""Catherine of Austria, Wife of King John III of Portugal"" MOR VAN DASHORST, Anthonis Museo del Prado, Madrid",7,ok,NA,2025-08-28T08:50:18Z
41orange,Renaissance,-29.1062559926458,31.0543124960906,19.9962270500657,32.028340747813,0.975,6,-0.0966014862060547,0.0242333002388477,0,0,0,0,0,0,4.30215673986822e-4,0,"MOR VAN DASHORST, Anthonis","(b. 1516/19, Utrecht, d. 1576/77, Antwerpen)",Portrait of William of Orange,1555,"Oil on panel, 107 x 62 cm","Staatliche Museen, Kassel",https://www.wga.hu/html/m/mor/41orange.html,painting,portrait,Flemish,1551-1600,1555,William of Orange,3,"en,nl,es",18,"ca,cs,de,en,es,fi,fr,gl,he,ja,nb,nl,pt,ru,simple,sr,sv,ur",2025-08-28T15:15:39Z,TRUE,William of Orange,FALSE,,FALSE,,FALSE,,TRUE,Willem van Oranje (doorverwijspagina),TRUE,Guillermo de Orange (desambiguación),"""Portrait of William of Orange"" MOR VAN DASHORST, Anthonis Staatliche Museen, Kassel",14,ok,NA,2025-08-28T08:50:19Z
43anna,Renaissance,-23.1474949232853,34.2628761488232,20.2254101681181,31.7991576297607,0.975,7,-0.128476500511169,0.0300073325634003,0.0217014215886593,0.0325886830687523,0,0.00656965840607882,0,0.0189113337546587,0.0146843511611223,0,"MOR VAN DASHORST, Anthonis","(b. 1516/19, Utrecht, d. 1576/77, Antwerpen)","Anna of Austria, Queen of Spain",1570,"Oil on canvas, 161 x 110 cm","Kunsthistorisches Museum, Vienna",https://www.wga.hu/html/m/mor/43anna.html,painting,portrait,Flemish,1551-1600,1570,Anna of Austria,1,en,29,"ar,az,be,bg,br,bs,ca,cs,da,de,el,en,eu,fi,fr,hu,it,ja,ka,ko,nb,nl,pt,ru,sk,sr,sv,uk,zh",2025-08-28T15:16:03Z,TRUE,Anna of Austria,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,"""Anna of Austria, Queen of Spain"" MOR VAN DASHORST, Anthonis Kunsthistorisches Museum, Vienna",26,ok,NA,2025-08-28T08:50:20Z
43joanna,Renaissance,-27.6165657253057,35.9817495342157,25.1528472062431,37.0703693449643,0.975,7,-0.135319381952286,0.117215134203434,0.0171761754900217,0.100970238447189,0,0,0,0,0.00789075810462236,0,"MOR VAN DASHORST, Anthonis","(b. 1516/19, Utrecht, d. 1576/77, Antwerpen)",Joanna of Austria,1560,"Oil on canvas, 195 x 205 cm","Museo del Prado, Madrid",https://www.wga.hu/html/m/mor/43joanna.html,painting,portrait,Flemish,1551-1600,1560,Joanna of Austria,1,en,6,"br,en,es,pt,sv,vi",2025-08-28T15:16:09Z,TRUE,Joanna of Austria,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,"""Joanna of Austria"" MOR VAN DASHORST, Anthonis Museo del Prado, Madrid",25,ok,NA,2025-08-28T08:50:21Z
44lady,Renaissance,21.3713257583797,35.6952706366503,-12.2040010362865,34.7212423849279,0.975,7,-0.1827113032341,-0.14158932864666,0.00208747060969472,0.0104551501572132,0,0,0,8.04740178864449e-4,0.00298981089144945,0.00248340656980872,"MOR VAN DASHORST, Anthonis","(b. 1516/19, Utrecht, d. 1576/77, Antwerpen)",Lady wearing a Cross,c. 1567,"Oil on canvas, 94 x 76 cm","Museo del Prado, Madrid",https://www.wga.hu/html/m/mor/44lady.html,painting,portrait,Flemish,1551-1600,1567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Lady wearing a Cross"" MOR VAN DASHORST, Anthonis Museo del Prado, Madrid",10,ok,NA,2025-08-28T08:50:22Z
4benci,Renaissance,-8.30788802939694,12.6050714928781,5.15662015617741,20.168114388605,0.975,0,-0.165932416915894,-0.190215095877647,0,0,0,0,0,4.87845158204436e-4,0.00128950655926019,0,LEONARDO da Vinci,"(b. 1452, Vinci, d. 1519, Cloux, near Amboise)",Portrait of Ginevra de' Benci,1474-78,"Oil on wood, 38,8 x 36,7 cm","National Gallery of Art, Washington",https://www.wga.hu/html/l/leonardo/01/4benci.html,painting,portrait,Italian,1451-1500,1474,Ginevra De' Benci,5,"en,it,de,fr,es",36,"ar,arz,az,br,ca,cs,de,en,es,eu,fa,fr,gl,he,hy,it,ja,la,lt,lv,ml,nb,nl,pl,pt,ro,ru,simple,sl,sr,sv,tr,uk,uz,vi,zh",2025-08-28T15:16:17Z,TRUE,Ginevra de' Benci,TRUE,Ginevra de' Benci,TRUE,Bildnis der Ginevra de’ Benci,TRUE,Portrait de Ginevra de' Benci,FALSE,,TRUE,Retrato de Ginebra de Benci,"""Portrait of Ginevra de' Benci"" LEONARDO da Vinci National Gallery of Art, Washington",2170,ok,NA,2025-08-28T08:50:23Z
4ermine,Renaissance,-21.3713257583797,26.6425374735833,26.9290163711487,29.1062559926458,0.975,7,-0.0474068969488144,-0.227293416857719,0.00398990279063582,0.0088422168046236,0,0,0,0,0.0181452371180058,0,LEONARDO da Vinci,"(b. 1452, Vinci, d. 1519, Cloux, near Amboise)",Portrait of Cecilia Gallerani (Lady with an Ermine),1483-90,"Oil on wood, 55 x 40 cm","Czartoryski Museum, Cracow",https://www.wga.hu/html/l/leonardo/02/4ermine.html,painting,portrait,Italian,1451-1500,1483,Cecilia Gallerani,5,"en,it,de,fr,nl",19,"be,bg,br,de,en,fr,he,hy,it,ja,ko,la,ms,nb,nl,pl,ru,sv,zh",2025-08-28T15:16:29Z,TRUE,Cecilia Gallerani,TRUE,Cecilia Gallerani,TRUE,Cecilia Gallerani,TRUE,Cecilia Gallerani,TRUE,Cecilia Gallerani,FALSE,,"""Portrait of Cecilia Gallerani (Lady with an Ermine)"" LEONARDO da Vinci Czartoryski Museum, Cracow",172,ok,NA,2025-08-28T08:50:24Z
4esther,Renaissance,-36.1536368727549,16.9022549563593,26.9863121506618,17.5898043105163,0.875,3,-0.166953861713409,-0.0527177266776562,0.38035249710083,0.431138336658478,0.00205763359554112,0,0,0.0073602101765573,0.698064923286438,0.0247769393026829,ANDREA DEL CASTAGNO,"(b. 1423, Castagno, d. 1457, Firenze)",Famous Persons: Queen Esther,c. 1450,"Fresco transferred to wood, 120 x 150 cm","Galleria degli Uffizi, Florence",https://www.wga.hu/html/a/andrea/castagno/2_famous/4esther.html,painting,portrait,Italian,1401-1450,1450,Famous Persons,1,en,51,"ar,az,be,ca,cs,cy,da,de,el,en,eo,es,et,eu,fa,fi,fr,gl,he,hi,hu,ia,id,it,ja,kn,ko,la,lt,mhr,ms,nb,nn,pl,pt,ru,sh,simple,sk,so,sr,sv,th,tr,uk,ur,vi,wa,yi,yue,zh",2025-08-28T15:16:42Z,TRUE,Celebrity,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,"""Famous Persons: Queen Esther"" ANDREA DEL CASTAGNO Galleria degli Uffizi, Florence",15,ok,NA,2025-08-28T08:50:25Z
4fugger,Renaissance,24.8090725291646,14.8396068938883,-23.3193822618245,22.288058230589,0.925,6,-0.0895265117287636,0.192141979932785,0,1.11884844955057e-4,2.07338889595121e-4,0,0,0,0.00101901579182595,0.00391923543065786,"DÜRER, Albrecht","(b. 1471, Nürnberg, d. 1528, Nürnberg)","Jakob Fugger, the Wealthy",1518-20,"Tempera on canvas, 69,4 x 53 cm","Staatsgalerie, Augsburg",https://www.wga.hu/html/d/durer/1/09/4fugger.html,painting,portrait,German,1501-1550,1518,Jakob Fugger,6,"en,it,de,fr,nl,es",35,"an,ar,arz,bg,ca,cs,da,de,el,en,es,fa,fi,fr,hsb,hu,hy,id,it,ja,ko,lv,mk,nb,nl,pl,pt,ro,ru,sk,sv,th,uk,vi,zh",2025-08-28T15:16:46Z,TRUE,Jakob Fugger,TRUE,Jacob Fugger,TRUE,Jakob Fugger,TRUE,Jacob Fugger,TRUE,Jakob Fugger,TRUE,Jacobo Fúcar,"""Jakob Fugger, the Wealthy"" DÜRER, Albrecht Staatsgalerie, Augsburg",32,ok,NA,2025-08-28T08:50:26Z
4jewel,Renaissance,-27.6165657253057,29.908396905829,20.0535228295788,33.2315521175877,0.975,7,-0.0545014068484306,-0.0615245066583157,0.00131665600929409,0.00118756026495248,0,0,0,0.00218882109038532,0.00845854077488184,0,"MOR VAN DASHORST, Anthonis","(b. 1516/19, Utrecht, d. 1576/77, Antwerpen)",Lady with the Jewel,c. 1552,"Oil on panel, 107 x 83 cm","Museo del Prado, Madrid",https://www.wga.hu/html/m/mor/4jewel.html,painting,portrait,Flemish,1551-1600,1552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Lady with the Jewel"" MOR VAN DASHORST, Anthonis Museo del Prado, Madrid",18,ok,NA,2025-08-28T08:50:27Z
4keller,Renaissance,-40.2216372181838,17.7043958695424,35.8098621956765,20.6264806247096,0.925,5,-0.0358597040176392,-0.115926913917065,0.151320144534111,0.0154343964532018,0.0453161038458347,0.00837464164942503,2.60500546573894e-5,0,0.0068114036694169,0.0119570707902312,"BALDUNG GRIEN, Hans","(b. 1484/85, Schwäbisch-Gmünd, d. 1545, Strasbourg)",Portrait of Ambroise Volmar Keller,1538,Oil on lime panel,"Musée de l'Oeuvre Notre-Dame, Strasbourg",https://www.wga.hu/html/b/baldung/3/4keller.html,painting,portrait,German,1501-1550,1538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Portrait of Ambroise Volmar Keller"" BALDUNG GRIEN, Hans Musée de l'Oeuvre Notre-Dame, Strasbourg",5,ok,NA,2025-08-28T08:50:28Z
4kleberg,Renaissance,21.7723962149713,12.8915503904435,-19.8243397115265,19.2513819163957,0.975,6,-0.0986106619238853,0.277075111865997,0.0317360572516918,0.00446257879957557,0.134357899427414,0.0121285170316696,0.0121135283261538,0.0188028570264578,0.0599625892937183,0.0661263018846512,"DÜRER, Albrecht","(b. 1471, Nürnberg, d. 1528, Nürnberg)",Portrait of Johannes Kleberger,1526,"Oil on lindenwood, 37 x 37 cm","Kunsthistorisches Museum, Vienna",https://www.wga.hu/html/d/durer/1/10/4kleberg.html,painting,portrait,German,1501-1550,1526,Johannes Kleberger,1,nl,3,"de,fr,nl",2025-08-28T15:17:13Z,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,Johannes Kleberger,FALSE,,"""Portrait of Johannes Kleberger"" DÜRER, Albrecht Kunsthistorisches Museum, Vienna",54,ok,NA,2025-08-28T08:50:29Z
4knigt,Renaissance,-13.4645081855743,13.6936913036267,4.92743703812508,19.3659734754218,0.975,7,-0.162504553794861,0.0937236323952675,0,0,0.00431229872629046,0,0,0.00214843358844519,0.0131985563784838,0.0592092871665955,"MOR VAN DASHORST, Anthonis","(b. 1516/19, Utrecht, d. 1576/77, Antwerpen)",Knight of the Spanish St James Order,1558,"Oil on oak panel, 44 x 35 cm","Szépmûvészeti Múzeum, Budapest",https://www.wga.hu/html/m/mor/4knigt.html,painting,portrait,Flemish,1551-1600,1558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Knight of the Spanish St James Order"" MOR VAN DASHORST, Anthonis Szépmûvészeti Múzeum, Budapest",4,ok,NA,2025-08-28T08:50:30Z
4lady,Renaissance,22.6318329076675,21.0275510813012,-14.8396068938883,24.2934105135469,0.875,7,-0.133612439036369,-0.074507474899292,0.182431653141975,0.152322843670845,0,0,0,0.00486327707767487,0.0052362815476954,0.00844673067331314,"HOLBEIN, Hans the Younger","(b. 1497, Augsburg, d. 1543, London)",Portrait of an Unknown Lady,c. 1541,"Vellum mounted on playing card, diameter 5,1 cm","Royal Collection, Windsor",https://www.wga.hu/html/h/holbein/hans_y/3miniatu/4lady.html,painting,portrait,German,1501-1550,1541,An Unknown Lady,1,en,25,"ar,arz,az,ba,be,br,de,el,en,eo,fa,fr,hy,ja,lv,mk,ml,nl,ru,sr,tr,uk,uz,vi,zh",2025-08-28T15:17:40Z,TRUE,Portrait of an Unknown Woman,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,"""Portrait of an Unknown Lady"" HOLBEIN, Hans the Younger Royal Collection, Windsor",451,ok,NA,2025-08-28T08:50:31Z
4margare,Renaissance,-17.9335789875948,32.71589010197,12.6050714928781,36.210932652268,0.975,7,-0.14687904715538,-0.04228750243783,0.00494616758078337,0.0182667020708323,0,0,0,0,0,0,"MOR VAN DASHORST, Anthonis","(b. 1516/19, Utrecht, d. 1576/77, Antwerpen)","Margaret, Duchess of Parma",1562,"Oil on canvas, 106 x 76 cm","Staatliche Museen, Berlin",https://www.wga.hu/html/m/mor/4margare.html,painting,portrait,Flemish,1551-1600,1562,"Margaret, Duchess of Parma",1,en,34,"ar,arz,az,be,bg,br,ca,cs,da,de,el,en,eo,es,eu,fi,fr,fy,hu,id,it,ja,ka,la,nb,nl,pl,pt,ro,ru,sv,uk,vls,zh",2025-08-28T15:17:59Z,TRUE,Margaret of Parma,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,"""Margaret, Duchess of Parma"" MOR VAN DASHORST, Anthonis Staatliche Museen, Berlin",8,ok,NA,2025-08-28T08:50:32Z
4more,Renaissance,-24.0069316159815,26.5279459145571,22.3453540101021,27.2727910482272,0.975,0,-0.110712826251984,-0.0312575437128544,0.00437274388968945,0.00763003807514906,0.00721759768202901,0,0,0,0,0,"HOLBEIN, Hans the Younger","(b. 1497, Augsburg, d. 1543, London)",Sir Thomas More,1527,"Tempera on wood, 74 x 59 cm","Frick Collection, New York",https://www.wga.hu/html/h/holbein/hans_y/1528/4more.html,painting,portrait,German,1501-1550,1527,Sir Thomas More,4,"en,fr,nl,es",97,"af,an,ar,arz,ast,az,bar,be,be-tarask,bg,bn,br,bs,ca,co,cs,cv,cy,da,de,el,en,eo,es,et,eu,fa,fi,fr,frr,fy,ga,gl,gsw,he,hi,hr,hu,hy,id,io,is,it,ja,ka,kk,ko,ky,la,lb,lt,lv,mg,mk,ml,ms,mt,my,nan,nb,nl,nn,oc,pa,pl,pms,ps,pt,qu,ro,ru,rup,sc,scn,sco,sd,sh,simple,sk,sl,sq,sr,sv,sw,ta,th,tr,tt,uk,ur,uz,vi,war,wuu,xmf,yue,zh",2025-08-28T15:18:08Z,TRUE,Thomas More,FALSE,,FALSE,,TRUE,Sir Thomas More,TRUE,Sir Thomas More,TRUE,Tomás Moro,"""Sir Thomas More"" HOLBEIN, Hans the Younger Frick Collection, New York",1960,ok,NA,2025-08-28T08:50:33Z
4portr_m,Renaissance,38.2162849352259,21.8869877739975,-25.9549881194263,24.5798894111123,0.975,0,-0.143926441669464,0.155114874243736,0.922665894031525,0.0697639808058739,0.0680527538061142,0.0043281367979943804,3.05101304547861e-4,0,0.399802148342133,0.0550205372273922,"UCCELLO, Paolo","(b. 1397, Firenze, d. 1475, Firenze)",Portrait of a Young Man,1440-42,"Oil on canvas, 47 x 36 cm","Musée des Beaux-Arts, Chambéry",https://www.wga.hu/html/u/uccello/6various/4portr_m.html,painting,portrait,Italian,1401-1450,1440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Portrait of a Young Man"" UCCELLO, Paolo Musée des Beaux-Arts, Chambéry",145,ok,NA,2025-08-28T08:50:34Z
4portr_w,Renaissance,57.4103710721085,-5.38580327422974,-32.8304816609962,12.1467052567735,0.975,0,-0.164966285228729,0.0594878233969212,0,0,0,0,0,0,0.368962466716766,0,"UCCELLO, Paolo","(b. 1397, Firenze, d. 1475, Firenze)",Portrait of a Lady,1450s,"Oil on canvas, 39 x 26 cm","Metropolitan Museum of Art, New York",https://www.wga.hu/html/u/uccello/6various/4portr_w.html,painting,portrait,Italian,1401-1450,1450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Portrait of a Lady"" UCCELLO, Paolo Metropolitan Museum of Art, New York",3470,ok,NA,2025-08-28T08:50:35Z
4portrai,Renaissance,20.6837764042227,18.6784241212648,-18.1627621056471,21.0275510813012,0.975,7,-0.11120018362999,0.287579119205475,0.0284057073295116,0.130177021026611,0,0,0,0,0.00438163243234158,0,"UNKNOWN MASTER, Swiss",(active 1520s in Basel),Portrait of a Man Aged 34,1524,"Tempera on wood, 39 x 34 cm","Akademie der bildenden Künste, Vienna",https://www.wga.hu/html/m/master/zunk_sw/4portrai.html,painting,portrait,Swiss,1501-1550,1524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4signet,Renaissance,-22.975607584746,21.7151004354582,23.7777484979292,21.7723962149713,0.975,7,-0.0189142134040594,-0.136762723326683,0.00356705719605088,0.0205208826810122,0,0,0,0,8.03071248810738e-4,0,"FABER VON CREUZNACH, Conrad","(b. ca. 1500, Kreuznach, d. ca. 1553, Frankfurt)",Portrait of a Man with a Moor's Head on His Signet Ring,c. 1535,"Oil, gold, and white metal on linden panel, 53 x 35 cm","Metropolitan Museum of Art, New York",https://www.wga.hu/html/f/faber/4signet.html,painting,portrait,German,1501-1550,1535,Moor's Head,1,en,7,"de,en,es,eu,it,nl,uk",2025-08-28T15:19:02Z,TRUE,Moor's head,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,"""Portrait of a Man with a Moor's Head on His Signet Ring"" FABER VON CREUZNACH, Conrad Metropolitan Museum of Art, New York",11,ok,NA,2025-08-28T08:50:36Z
4wedigh,Renaissance,1.83346494441863,29.5646222287505,1.83346494441863,34.090988810284,0.975,7,-0.193740367889404,0.033264022320509,0.00920460652559996,0.0101878689602017,0.00222353101707995,0,0,0,0.0161293782293797,0,"HOLBEIN, Hans the Younger","(b. 1497, Augsburg, d. 1543, London)",Portrait of a Member of the Wedigh Family,1533,"Oak, 47 x 36 cm","Staatliche Museen, Berlin",https://www.wga.hu/html/h/holbein/hans_y/1535/4wedigh.html,painting,portrait,German,1501-1550,1533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4wolgemu,Renaissance,-19.480565034448,3.09397209370645,14.9541984529145,12.3758883748258,0.975,0,-0.150709480047226,-0.194370701909065,0.0173101685941219,0,0.0305876843631268,0,0,0,0.00273377075791359,0.00776926800608635,"DÜRER, Albrecht","(b. 1471, Nürnberg, d. 1528, Nürnberg)",Portrait of Michael Wolgemut,1516,"Oil and tempera on lindenwood, 29 x 27 cm","Germanisches Nationalmuseum, Nuremberg",https://www.wga.hu/html/d/durer/1/08/4wolgemu.html,painting,portrait,German,1501-1550,1516,Michael Wolgemut,5,"en,it,de,fr,es",26,"ar,az,be,br,ca,cs,da,de,en,eo,es,eu,fi,fr,hu,it,ja,ko,la,pl,pt,ru,sv,tg,uk,zh",2025-08-28T15:19:13Z,TRUE,Michael Wolgemut,TRUE,Michael Wolgemut,TRUE,Michael Wolgemut,TRUE,Michael Wolgemut,FALSE,,TRUE,Michael Wolgemut,"""Portrait of Michael Wolgemut"" DÜRER, Albrecht Germanisches Nationalmuseum, Nuremberg",129,ok,NA,2025-08-28T08:50:37Z
